Title,Description,Rating,Link
"Hill's Science Diet Perfect Digestion Small Bites Chicken, Brown Rice & Whole Oats Recipe Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome. Delicious food in a small bite size,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-small-bites-chicken-brown-rice-oats-dry
"Hill's Science Diet Adult Small Bites No Corn, Wheat, Soy Chicken & Brown Rice Recipe dog food","Supports healthy immune system, digestion, lean muscle & beautiful coat",4.0,https://www.hillspet.com/dog-food/sd-canine-adult-small-bites-no-corn-wheat-soy-dry
Hill's Science Diet Adult 7+ Senior Vitality Small & Mini Chicken Meal & Rice Recipe Dog Food,Improves Everyday Ability to Get Up & Go,4.5,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-senior-vitality-small-breed-dry
Hill's Prescription Diet z/d Low Fat Hydrolyzed Soy Recipe Wet Dog Food,Nutrition specially formulated with hydrolyzed soy protein and low fat levels to help avoid adverse food reactions and promote healthy skin in dogs with food and fat sensitivities. Fortified with Hill's breakthrough ActivBiome+ ingredient technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,0.0,https://www.hillspet.com/dog-food/pd-canine-zd-low-fat-hydrolyzed-soy-canned
Hill's Prescription Diet c/d Multicare Chicken & Vegetable Stew Dog Food,Support for your dog’s urinary health,4.4,https://www.hillspet.com/dog-food/pd-cd-multicare-canine-chicken-and-vegetable-canned
Hill's Prescription Diet d/d Potato & Venison Recipe Dry Dog Food,Limited ingredient dog food to support a dog's food sensitivities,4.5,https://www.hillspet.com/dog-food/pd-dd-canine-potato-and-venison-formula-dry
Hill's Prescription Diet Original Dog Treats,Healthy crunchy biscuit dog treats are a delicious complement to many Prescription Diet Dog Foods,4.1,https://www.hillspet.com/dog-food/pd-canine-treats
Hill's Prescription Diet d/d Potato & Duck Recipe Dog Food,Limited ingredient dog food to support your dog's food sensitivities,4.5,https://www.hillspet.com/dog-food/pd-dd-canine-potato-and-duck-formula-dry
Hill's Prescription Diet d/d Duck Formula Wet Dog Food,Limited ingredient dog food to support your dog's food sensitivities,3.5,https://www.hillspet.com/dog-food/pd-dd-canine-duck-formula-canned
Hill's Prescription Diet c/d Multicare Chicken Flavor Dog Food,Support for a dog’s urinary health,4.3,https://www.hillspet.com/dog-food/pd-cd-multicare-canine-dry
Hill's Prescription Diet z/d Low Fat Hydrolyzed Soy Recipe Dry Dog Food,Nutrition specially formulated with hydrolyzed soy protein and low fat levels to help avoid adverse food reactions and promote healthy skin in dogs with food and fat sensitivities. Fortified with Hill's breakthrough ActivBiome+ ingredient technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,5.0,https://www.hillspet.com/dog-food/pd-canine-zd-low-fat-hydrolyzed-soy-dry
Hill's Science Diet Adult Small & Mini Savory Stew with Chicken & Vegetables Dog Food,A delicious complement to the nutrition of Science Diet Small & Mini dog food,2.0,https://www.hillspet.com/dog-food/sd-canine-adult-small-breed-savory-stew-chicken-vegetables-tray
Hill's Science Diet Puppy Lamb Meal & Brown Rice Recipe,Vital nutrients to support 5 essential building blocks for lifelong health,4.1,https://www.hillspet.com/dog-food/sd-canine-puppy-lamb-meal-brown-rice-recipe-dry
Hill's Science Diet Puppy Chicken & Rice Stew,Chicken & Rice Stew with great taste and precisely balanced nutrition to support 5 essential building blocks for lifelong health,0.0,https://www.hillspet.com/dog-food/sd-canine-puppy-chicken-rice-stew-canned
Hill's Science Diet Puppy Small & Mini Beef & Barley Entrée,Beef & Barley Entrée with great taste and precisely balanced nutrition to support 5 essential building blocks for lifelong health,0.0,https://www.hillspet.com/dog-food/sd-canine-puppy-beef-barley-entree-canned
Hill's Science Diet Puppy Chicken & Barley Entrée,Chicken & barley entree with great taste and precisely balanced nutrition to support 5 essential building blocks for lifelong health,5.0,https://www.hillspet.com/dog-food/sd-canine-puppy-chicken-barley-entree-canned
Hill's Science Diet Puppy Large Breed Chicken & Brown Rice Recipe,"Supports controlled bone & joint growth.  Promotes healthy brain, eye, muscle & immune system development",4.3,https://www.hillspet.com/dog-food/sd-canine-puppy-large-breed-dry
Hill's Science Diet Puppy Chicken & Brown Rice Recipe,Vital nutrients to support 5 essential building blocks for lifelong health,4.8,https://www.hillspet.com/dog-food/sd-canine-puppy-dry
Hill's Science Diet Adult Perfect Weight & Joint Support Hearty Vegetables and Tuna Stew Dog Food,,1.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-joint-support-vegetables-tuna-stew-canned
Hill's Science Diet Adult Perfect Weight Small & Mini Chicken Recipe dog food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-small-breed-dry
Hill's Science Diet Adult Perfect Weight Hearty Vegetables & Salmon Stew Dog Food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-vegetables-salmon-stew-canned
Hill's Science Diet Adult Perfect Weight Small Bites Chicken Recipe Dog Food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition.  Delicious food in a small bite size.,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-small-bites-dry
Hill's Science Diet Adult Perfect Weight Large Breed Chicken Recipe Dog Food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition.  Delicious food in a large bite size.,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-large-breed-dry
Hill's Science Diet Adult Salmon & Barley Entrée Dog Food,"Supports healthy immune system, digestion, lean muscle & beautiful coat",0.0,https://www.hillspet.com/dog-food/sd-canine-adult-salmon-barley-entree-canned
Hill's Science Diet Adult Salmon & Brown Rice Recipe Dog Food,"Supports healthy immune system, digestion, lean muscle & beautiful coat",5.0,https://www.hillspet.com/dog-food/sd-canine-adult-salmon-brown-rice-dry
"Hill's Science Diet Adult Healthy Cuisine Roasted Chicken, Carrots & Spinach Stew Dog Food",Delicious roasted chicken paired with tender vegetables in a succulent stew,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-healthy-cuisine-roasted-chicken-carrots-spinach-stew-canned
"Hill's Science Diet Adult Healthy Cuisine Hearty Beef, Carrots & Peas Stew Dog Food",Delicious braised beef paired with tender vegetables in a succulent stew,4.9,https://www.hillspet.com/dog-food/sd-canine-adult-healthy-cuisine-braised-beef-carrots-peas-stew-canned
"Hill's Science Diet Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food",Advanced nutrition to support hip & joint health from day 1,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-healthy-mobility-small-bites-dry
Hill's Science Diet Adult Large Breed Chicken & Barley Recipe Dog Food,"Supports healthy joints, immune system, digestion, lean muscle & beautiful coat",4.7,https://www.hillspet.com/dog-food/sd-canine-adult-large-breed-dry
"Hill's Science Diet Adult Large Breed No Corn, Wheat, Soy Chicken & Brown Rice Recipe dog food","Supports healthy joints, immune system, digestion, lean muscle & beautiful coat",5.0,https://www.hillspet.com/dog-food/sd-canine-adult-large-breed-no-corn-wheat-soy-dry
Hill's Science Diet Adult Light with Chicken Meal & Barley Dog Food,18% lower calories vs. Science Diet Adult,4.8,https://www.hillspet.com/dog-food/sd-canine-adult-light-dry
"Hill's Science Diet Adult 11+ Small & Mini Chicken, Brown Rice & Barley Recipe Dog Food","Supports joint, digestive, heart, kidney & immune health while maintaining a luxurious coat in Small & Mini dogs",4.7,https://www.hillspet.com/dog-food/sd-canine-adult-11-plus-small-breed-dry
Hill's  Natural Training Treats Soft and Chewy with Real Chicken Dog Treats,,5.0,https://www.hillspet.com/dog-food/natural-training-soft-chewy-chicken-treats
Hill's  Natural Jerky Strips with Real Chicken Dog Treats,,4.8,https://www.hillspet.com/dog-food/natural-jerky-strips-chicken-treats
Hill's  Natural Jerky Strips with Real Beef Dog Treats,,4.9,https://www.hillspet.com/dog-food/natural-jerky-strips-beef-treats
Hill's  Natural Flexi-Stix Turkey Jerky Treats Dog Treats,,0.0,https://www.hillspet.com/dog-food/natural-flexi-stix-turkey-jerky-treats
Hill's  Natural Flexi-Stix Beef Jerky Treats Dog Treats,,4.3,https://www.hillspet.com/dog-food/natural-flexi-stix-beef-jerky-treats
Hill's Science Diet Adult 7+ Chicken & Barley Entrée Dog Food,Chicken & Barley recipe with precisely balanced nutrition to support mobility and muscle mass for older dogs,4.0,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-chicken-barley-entree-canned
"Hill's Science Diet Adult 6+ Large Breed Chicken Meal, Barley & Rice Recipe Dog Food","Supports energy & beautiful coat. Helps keep immune system, joints, heart & kidneys healthy",4.6,https://www.hillspet.com/dog-food/sd-canine-adult-6-plus-large-breed-dry
"Hill's Science Diet Adult 7+ Chicken Meal, Barley & Rice Recipe Dog Food","Supports energy level & beautiful coat. Helps keep immune system, heart & kidneys healthy",4.8,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-dry
Hill's Science Diet Adult Lamb Meal & Brown Rice Recipe Dog Food,Supports lean muscle and beautiful coat for adult dogs,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-lamb-meal-brown-rice-recipe-dry
Hill's Prescription Diet Metabolic Weight + j/d Vegetable & Tuna Stew Dog Food,"Specially formulated to support dogs' weight loss, weight maintenance and joint health",4.3,https://www.hillspet.com/dog-food/pd-metabolic-plus-mobility-canine-vegetable-and-tuna-stew-canned
Hill's Prescription Diet r/d Chicken Flavor Dry Dog Food,Weight loss for dogs,3.8,https://www.hillspet.com/dog-food/pd-rd-canine-dry
Hill's Prescription Diet t/d Small Bites Chicken Flavor Dry Dog Food,"Hill's Prescription Diet t/d Small Bites Dog Dry Food is clinically shown to reduce plaque, stain & tartar buildup and clean up to the gum line in small dogs. It is formulated as a complete and balanced nutritional solution for your dog's daily health regimen. The kibble size is designed to meet the needs of your smaller dog.",1.0,https://www.hillspet.com/dog-food/pd-td-canine-small-bites-dry
Hill's Prescription Diet u/d Chicken Flavor Wet Dog Food,Formulated to help support your dog's bladder health,4.2,https://www.hillspet.com/dog-food/pd-ud-canine-canned
Hill's Prescription Diet u/d Dry Dog Food,Formulated to help support your dog's bladder health,4.3,https://www.hillspet.com/dog-food/pd-ud-canine-dry
Hill's Prescription Diet t/d Chicken Flavor Dry Dog Food,"Hill's Prescription Diet t/d Dog Dry Food is clinically proven nutrition to reduce plaque, stain & tartar buildup and cleans right up to the gum line. It works like a toothbrush, dental floss and mouthwash all in one and is formulated as a complete and balanced nutritional solution for your dog's daily health regimen. Exclusive feeding of Hill's Prescription Diet t/d Dog Dry Food has been shown to be more effective than toothbrushing.",4.6,https://www.hillspet.com/dog-food/pd-td-canine-dry
Hill's Prescription Diet Soft Baked Chicken Flavor Dog Treats,Healthy soft baked chicken flavor dog treats are a delicious complement to many Prescription Diet Dog Foods,2.5,https://www.hillspet.com/dog-food/pd-soft-baked-canine-treats
Hill's Prescription Diet Metabolic Weight + j/d Chicken Flavor Dry Dog Food,"Specially formulated to support dogs' weight loss, weight maintenance and joint health",4.7,https://www.hillspet.com/dog-food/pd-metabolic-plus-mobility-canine-dry
Hill's Prescription Diet k/d Chicken & Vegetable Stew Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters,4.8,https://www.hillspet.com/dog-food/pd-kd-canine-chicken-and-vegetable-stew-canned
Hill's Prescription Diet k/d Beef & Vegetable Stew Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters,4.1,https://www.hillspet.com/dog-food/pd-kd-canine-beef-and-vegetable-stew-canned
Hill's Prescription Diet j/d Small Bites Dry Dog Food,"Clinically proven to improve your dog’s ability to run, walk and jump in as little as 21 days",4.6,https://www.hillspet.com/dog-food/pd-jd-small-bites-canine-dry
Hill's Prescription Diet k/d with Lamb Wet Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters,3.7,https://www.hillspet.com/dog-food/pd-kd-canine-with-lamb-canned
Hill's Prescription Diet k/d with Lamb Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and increase appetite,5.0,https://www.hillspet.com/dog-food/pd-kd-canine-with-lamb-dry
Hill's Prescription Diet j/d Wet Dog Food,"Clinically proven to improve your dog’s ability to run, walk and jump in as little as 21 days",4.9,https://www.hillspet.com/dog-food/pd-jd-canine-canned
Hill's Prescription Diet j/d Dry Dog Food,"Clinically proven to improve your dog’s ability to run, walk and jump in as little as 21 days",4.8,https://www.hillspet.com/dog-food/pd-jd-canine-dry
Hill's Prescription Diet k/d with Chicken Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters,3.8,https://www.hillspet.com/dog-food/pd-kd-canine-canned
Hill's Prescription Diet k/d with Chicken Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and increase appetite,3.0,https://www.hillspet.com/dog-food/pd-kd-canine-dry
Hill's Prescription Diet Hypo Dog Treats,"Treats for dogs with food sensitivities, related skin conditions and sensitive stomachs",3.3,https://www.hillspet.com/dog-food/pd-hypo-treats-canine
Hill's Prescription Diet d/d Potato & Salmon Recipe Dry Dog Food,Limited ingredient dog food to support a dog's food sensitivities,4.4,https://www.hillspet.com/dog-food/pd-dd-canine-skin-support-potato-and-salmon-formula-dry
Hill's Prescription Diet Gastrointestinal Biome Dry Dog Food,Hill’s Prescription Diet Gastrointestinal Biome is a high-fiber dry dog food clinically shown to help firm loose stool in 24 hours and reduce risk of recurrence. Made withActivBiome+ Ingredient Technologyto rapidly activate the gut microbiome and help manage complex GI issues.,4.8,https://www.hillspet.com/dog-food/pd-gastrointestinal-biome-canine-dry
Hill's Prescription Diet d/d Potato & Venison Recipe Wet Dog Food,Limited ingredient dog food to support your dog's food sensitivities,0.0,https://www.hillspet.com/dog-food/pd-dd-canine-venison-formula-canned
Hill's Prescription Diet d/d Salmon Formula Wet Dog Food,Limited ingredient dog food to support your dog's food sensitivities,0.0,https://www.hillspet.com/dog-food/pd-dd-canine-salmon-formula-canned
Hill's Prescription Diet g/d Turkey Flavor Wet Dog Food,Supports needs of aging dogs and helps protect vital heart and kidney function,3.0,https://www.hillspet.com/dog-food/pd-gd-canine-canned
Hill's Prescription Diet g/d Chicken Flavor Dry Dog Food,Supports needs of aging dogs and helps protect vital heart and kidney function,3.9,https://www.hillspet.com/dog-food/pd-gd-canine-dry
Hill's Prescription Diet h/d Chicken Flavor Dry Dog Food,Formulated to support your dog's heart health,3.6,https://www.hillspet.com/dog-food/pd-hd-canine-dry
Hill's Prescription Diet c/d Multicare Low Fat Vegetables & Turkey Stew Dog Food,Support for a dog’s low fat needs and urinary health,5.0,https://www.hillspet.com/dog-food/pd-canine-cd-multicare-low-fat-vegetables-and-turkey-stew-canned
Hill's Prescription Diet c/d Multicare Low Fat Dog Food,Support for a dog’s low fat needs and urinary health,0.0,https://www.hillspet.com/dog-food/pd-canine-cd-multicare-low-fat-chicken-dry
Hill's Prescription Diet a/d with Chicken Wet Dog/Cat Food,"Nutritional support that encourages eating for pets recovering from surgery, illness or injury",4.6,https://www.hillspet.com/dog-food/pd-ad-canine-feline-canned
Hill’s Prescription Diet b/d Chicken Flavor Dry Dog Food,Helps improve memory and learning in older dogs,4.8,https://www.hillspet.com/dog-food/pd-bd-canine-dry
Hill's Science Diet Puppy Sensitive Stomach & Skin Salmon & Vegetable Stew,Gentle on stomachs while nourishing skin & supporting development in growing puppies,0.0,https://www.hillspet.com/dog-food/sd-canine-puppy-sensitive-stomach-and-skin-salmon-vegetable-stew-canned
"Hill's Science Diet Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe","Supports healthy brain, eye, muscle, bone & immune system development in growing puppies",4.6,https://www.hillspet.com/dog-food/sd-canine-puppy-no-corn-wheat-soy-dry
Hill's Science Diet Puppy Sensitive Stomach & Skin Salmon & Brown Rice Recipe,Gentle on stomachs while nourishing skin & supporting development in growing puppies,3.7,https://www.hillspet.com/dog-food/sd-canine-puppy-sensitive-stomach-and-skin-salmon-brown-rice-dry
Hill's Science Diet Puppy Large Breed Lamb Meal & Brown Rice Recipe,Vital nutrients to support 5 essential building blocks for lifelong health,4.4,https://www.hillspet.com/dog-food/sd-canine-puppy-large-breed-lamb-meal-brown-rice-recipe-dry
Hill's Science Diet Puppy Small Bites Chicken & Brown Rice Recipe,Vital nutrients to support 5 essential building blocks for lifelong health,4.8,https://www.hillspet.com/dog-food/sd-canine-puppy-small-bites-dry
Hill's Science Diet Puppy Small & Mini Chicken & Brown Rice Recipe,"Vital nutrients to support 5 essential building blocks for lifelong health, tailored for unique needs of Small and Mini puppies",4.9,https://www.hillspet.com/dog-food/sd-canine-puppy-small-breed-dry
Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food,"Supports digestive health, nourishes skin and promotes a lustrous coat",3.7,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-chicken-vegetable-entree-canned
Hill's Science Diet Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food,"Supports digestive health, nourishes skin and promotes a lustrous coat",4.5,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-salmon-vegetable-entree-canned
Hill's Science Diet Adult Sensitive Stomach & Skin Grain Free Chicken & Potato Recipe dog food,Hill's Science Diet Sensitive Stomach & Skin Grain Free dry dog food is gentle on stomachs. Nourishes skin & promotes a lustrous coat.,4.4,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-grain-free-dry
Hill's Science Diet Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food,"Supports digestive health, nourishes skin and promotes a lustrous coat",0.0,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-chicken-vegetable-stew-canned
Hill's Science Diet Adult Sensitive Stomach & Skin Pollock Meal & Insect Recipe Dog Food,Hill's Science Diet Sensitive Stomach & Skin dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat.,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-pollock-meal-insect-dry
Hill's Science Diet  Adult Sensitive Stomach & Skin Large Breed,Hill's Science Diet Sensitive Stomach & Skin Large Breed dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat. In a delicious large bite size for large breed dogs.,4.8,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-large-breed-dry
Hill's Science Diet   Adult,A delicious complement to the nutrition of Science Diet dry dog food,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-savory-stew-chicken-vegetables-canned
"Hill's Science Diet Adult Perfect Digestion Chicken, Vegetable & Rice Stew Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-chicken-vegetable-rice-stew-canned
"Hill's Science Diet Adult Oral Care Small & Mini Chicken, Rice & Barley Recipe Dog Food","Clinically proven kibble technology to reduce plaque & tartar build-up, specially designed for small & mini dogs",3.3,https://www.hillspet.com/dog-food/sd-canine-adult-oral-care-small-mini-dry
Hill's Science Diet Adult Light Small Bites with Chicken Meal & Barley Dog Food,18% lower calories vs. Science Diet Adult,4.9,https://www.hillspet.com/dog-food/sd-canine-adult-light-small-bites-dry
Hill's Science Diet Adult Light Small & Mini with Chicken Meal & Barley Dog Food,Tailored nutrition for less active adult Small & Mini dogs requiring a low calorie food to help maintain a healthy weight & lifestyle. Specially made with nibble size kibble.,4.8,https://www.hillspet.com/dog-food/sd-canine-adult-light-small-breed-dry
"Hill's Science Diet Adult No Corn, Wheat, Soy Chicken & Brown Rice Recipe dog food","Supports healthy immune system, digestion, lean muscle & beautiful coat",4.6,https://www.hillspet.com/dog-food/sd-canine-adult-no-corn-wheat-soy-dry
"Hill's Science Diet Adult 7+ Healthy Cuisine Roasted Chicken, Carrots & Spinach Stew Dog Food",Delicious roasted chicken paired with tender vegetables in a succulent stew,4.5,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-healthy-cuisine-roasted-chicken-carrots-spinach-stew-canned
"Hill's Science Diet Adult 7+ Healthy Cuisine Hearty Beef, Carrots & Peas Stew Dog Food",Delicious braised beef paired with tender vegetables in a succulent stew,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-healthy-cuisine-braised-beef-carrots-peas-stew-canned
"Hill's Science Diet Adult 7+ Perfect Digestion Small Bites Chicken, Whole Oats & Brown Rice Recipe Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome for dogs age 7+. Delicious food in a small bite size,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-perfect-digestion-small-bites-chicken-brown-rice-oats-dry
Hill's Science Diet Adult 7+ Senior Vitality Chicken & Vegetable Stew Dog Food,Improves Everyday Ability to Get Up & Go,4.1,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-senior-vitality-chicken-vegetable-stew-canned
"Hill's Science Diet Adult 7+ Perfect Digestion Chicken, Whole Oats & Brown Rice Recipe Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome for dogs age 7+,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-perfect-digestion-chicken-brown-rice-oats-dry
Hill's Science Diet Adult 7+ Senior Vitality Chicken & Rice Recipe Dog Food,Improves Everyday Ability to Get Up & Go,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-senior-vitality-dry
"Hill's Science Diet Adult 7+ No Corn, Wheat, Soy Chicken & Brown Rice Dog Food","Supports energy level & beautiful coat. Helps keep immune system, heart & kidneys healthy",4.7,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-no-corn-wheat-soy-dry
Hill's  Grain Free Soft-Baked Naturals with Chicken & Carrots Dog Treats,,4.7,https://www.hillspet.com/dog-food/soft-baked-naturals-chicken-carrots-treats
Hill's  Grain Free Soft-Baked Naturals with Duck & Pumpkin Dog Treats,,4.9,https://www.hillspet.com/dog-food/soft-baked-naturals-duck-pumpkin-treats
Hill's Prescription Diet r/d Chicken Flavor Wet Dog Food,Weight loss for dogs,4.6,https://www.hillspet.com/dog-food/pd-rd-canine-canned
Hill's Prescription Diet w/d Multi-Benefit Vegetable & Chicken Stew Dog Food,"Clinically tested nutrition formulated for multiple benefits: digestive health, weight management, blood sugar management and urinary health",3.0,https://www.hillspet.com/dog-food/pd-wd-canine-vegetable-and-chicken-stew-canned
