Title,Description,Rating,Link
Hill's Prescription Diet z/d Small Bites Dry Dog Food,With hydrolyzed protein to help avoid adverse food reactions in dogs and promotes healthy skin,5.0,https://www.hillspet.com/dog-food/pd-zd-canine-small-bites-dog-food-dry
Hill's Prescription Diet w/d Multi-Benefit Chicken Flavor Wet Dog Food,"Clinically tested nutrition formulated for multiple benefits: digestive health, weight management, blood sugar management and urinary health",5.0,https://www.hillspet.com/dog-food/pd-wd-canine-canned
Hill's Prescription Diet w/d Multi-Benefit Dry Dog Food,"Clinically tested nutrition formulated for multiple benefits: digestive health, weight management, blood sugar management and urinary health",4.3,https://www.hillspet.com/dog-food/pd-wd-canine-dry
Hill's Prescription Diet z/d Wet Dog Food,With hydrolyzed protein to help avoid adverse food reactions in dogs and promotes healthy skin,0.0,https://www.hillspet.com/dog-food/pd-zd-canine-canned
Hill's Prescription Diet z/d Dry Dog Food,With hydrolyzed protein to help avoid adverse food reactions in dogs and promotes healthy skin,4.5,https://www.hillspet.com/dog-food/pd-zd-canine-dry
Hill's Prescription Diet Metabolic Dog Treats,Healthy and delicious Metabolic dog treats help support weight loss and maintenance,4.8,https://www.hillspet.com/dog-food/pd-metabolic-canine-treats
Hill's Prescription Diet k/d + j/d Chicken & Vegetable Stew Dog Food,Delicious clinical nutrition to help protect vital kidney function and increase mobility in dogs,5.0,https://www.hillspet.com/dog-food/pd-kd-plus-mobility-canine-chicken-and-vegetable-stew-canned
Hill's Prescription Diet Metabolic Vegetable & Chicken Stew Dog Food,Supports weight loss and maintenance,4.8,https://www.hillspet.com/dog-food/pd-metabolic-canine-vegetable-and-chicken-stew-canned
Hill's Prescription Diet Metabolic Vegetable & Beef Stew Dog Food,Help dogs quickly and naturally lose weight by activating their unique metabolism,3.5,https://www.hillspet.com/dog-food/pd-metabolic-canine-vegetable-and-beef-stew-canned
Hill's Prescription Diet Metabolic Lamb Meal & Rice Formula Dry Dog Food,Help dogs quickly and naturally lose weight by activating their unique metabolism,4.3,https://www.hillspet.com/dog-food/pd-metabolic-canine-lamb-meal-and-rice-formula-dry
Hill's Prescription Diet k/d + j/d Chicken Flavor Dog Food,Delicious clinical nutrition to help protect vital kidney function and increase mobility in dogs,4.0,https://www.hillspet.com/dog-food/pd-kd-plus-mobility-canine-dry
Hill's Prescription Diet l/d Chicken Flavor Wet Dog Food,Support for your dog's liver health,2.7,https://www.hillspet.com/dog-food/pd-ld-canine-canned
Hill's Prescription Diet l/d Chicken Flavor Dog Food,Support for your dog's liver health,4.1,https://www.hillspet.com/dog-food/pd-ld-canine-dry
Hill's Prescription Diet Metabolic Chicken Flavor Dog Food,Help dogs quickly and naturally lose weight by activating their unique metabolism,5.0,https://www.hillspet.com/dog-food/pd-metabolic-canine-dry
"Hill's Prescription Diet i/d Stress Rice, Vegetable & Chicken Stew Dog Food",Hill's Prescription Diet i/d StressWet Dog Food is great tasting nutrition in a proprietary anti-stress formula to manage stress & stress-related digestive upsets in small and medium breed dogs. Fortified with Hill's breakthroughActivBiome+ Ingredient Technologyclinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,4.6,https://www.hillspet.com/dog-food/pd-id-canine-stress-rice-vegetable-and-chicken-stew-canned
Hill's Prescription Diet i/d Chicken & Vegetable Stew Dog Food,Hill's Prescription Diet i/d Wet Dog Food is highly digestible great tasting nutrition clinically proven to help settle digestive upsets.,4.0,https://www.hillspet.com/dog-food/pd-id-canine-chicken-and-vegetable-stew-canned
Hill's Prescription Diet i/d,Hill's Prescription Diet i/dDry Dog Food is highly digestible great tasting nutrition clinically proven to help settle digestive upsets. Fortified with Hill's proprietaryActivBiome+ Ingredient Technologyclinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,4.7,https://www.hillspet.com/dog-food/pd-id-canine-dry
Hill's Prescription Diet i/d Small Bites Dry Dog Food,Hill's Prescription Diet i/d Small BitesDry Dog Food is highly digestible great tasting nutrition for small dogs clinically proven to help settle digestive upsets. Fortified with Hill's proprietaryActivBiome+ Ingredient Technologyclinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,4.0,https://www.hillspet.com/dog-food/pd-id-small-bites-canine-dry
Hill's Prescription Diet i/d Low Fat Original Flavor Dog Food,Hill's Prescription Diet i/d Low Fat Wet Dog Food is great tasting low fat nutrition formulated to help settle digestive upsets for dogs that need a low fat formula. Fortified with Hill's breakthrough ActivBiome+ ingredient technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,3.9,https://www.hillspet.com/dog-food/pd-id-low-fat-canine-canned
Hill's Prescription Diet i/d Low Fat Dry Dog Food,"Hill's Prescription Diet i/d Low Fat Dry Dog Food is great tasting, low fat nutrition to help settle digestive upsets and lower blood fat levels in dogs. Fortified with Hill's breakthrough ActivBiome+ ingredient technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.",4.3,https://www.hillspet.com/dog-food/pd-id-low-fat-canine-dry
Hill's Prescription Diet i/d with Turkey Dog Food,Hill's Prescription Diet i/d Wet Dog Food is highly digestible great tasting nutrition clinically proven to help settle digestive upsets. Fortified with Hill's proprietary ActivBiome+ Ingredient Technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,2.5,https://www.hillspet.com/dog-food/pd-id-canine-canned
Hill's Prescription Diet i/d Stress Chicken Flavor Dry Dog Food,Hill's Prescription Diet i/d Stress Dry Dog Food is great tasting nutrition in a proprietary anti-stress formula to help manage stress & stress-related digestive upsets in small and medium breed dogs. Fortified with Hill's breakthrough ActivBiome+ ingredient technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,0.0,https://www.hillspet.com/dog-food/pd-id-stress-canine-dry
"Hill's Prescription Diet i/d Low Fat Rice, Vegetable and Chicken Stew Dog Food",Hill's Prescription Diet i/d Low Fat Wet Dog Food is great tasting low fat nutrition formulated to help settle digestive upsets for dogs that need a low fat formula. Fortified with Hill's breakthrough ActivBiome+ technology clinically shown to rapidly activate the gut microbiome to support digestive health and well-being.,4.5,https://www.hillspet.com/dog-food/pd-id-low-fat-canine-rice-vegetable-and-chicken-stew-canned
Hill's Prescription Diet  Gastrointestinal Biome Wet Dog Food,Hill’s Prescription Diet Gastrointestinal Biome is a high-fiber wet dog food clinically shown to help firm loose stool in 24 hours and reduce risk of recurrence. Made with ActivBiome+ Ingredient Technology to rapidly activate the gut microbiome and help manage complex GI issues.,2.9,https://www.hillspet.com/dog-food/pd-canine-gastrointestinal-biome-chicken-vegetable-stew-canned
Hill's Prescription Diet c/d Multicare + Metabolic Weight Dry Dog Food,Nutrition to help promote urinary health and weight management,0.0,https://www.hillspet.com/dog-food/pd-canine-cd-multicare-plus-metabolic-dry
Hill's Prescription Diet Derm Complete Puppy Rice & Egg Recipe Dry Dog Food,Nutrition specially formulated to support skin health and manage food and environmental sensitivities in puppies,4.5,https://www.hillspet.com/dog-food/pd-canine-puppy-derm-complete-dry
Hill's Prescription Diet ONC Care Chicken & Vegetable Stew Dog Food,Clinical nutrition designed to nourish and support dogs with cancer,4.4,https://www.hillspet.com/dog-food/pd-canine-onc-on-care-chicken-stew
Hill's Prescription Diet ONC Care with Chicken Dry Dog Food,Clinical nutrition designed to nourish and support dogs with cancer,5.0,https://www.hillspet.com/dog-food/pd-canine-onc-on-care-chicken-dry
Hill's Prescription Diet Derm Complete Rice & Egg Recipe Wet Dog Food,Clinical nutrition specially formulated to help manage environmental & food sensitivities in dogs,2.8,https://www.hillspet.com/dog-food/pd-canine-derm-complete-canned
Hill's Prescription Diet Metabolic Chicken Flavor Wet Dog Food,Supports weight loss and maintenance,4.8,https://www.hillspet.com/dog-food/pd-canine-metabolic-canned
Hill's Prescription Diet Derm Complete Rice & Egg Recipe Dry Dog Food,Clinical nutrition specially formulated to help manage environmental & food sensitivities in dogs,3.1,https://www.hillspet.com/dog-food/pd-canine-derm-complete-dry
Hill's  Grain Free Soft-Baked Naturals with Beef & Sweet Potato Dog Treats,,4.5,https://www.hillspet.com/dog-food/soft-baked-naturals-beef-sweet-potatoes-treats
Hill's Science Diet Adult Small Bites Lamb Meal & Brown Rice Recipe Dog Food,"Supports healthy immune system, digestion, lean muscle & beautiful coat",4.8,https://www.hillspet.com/dog-food/sd-canine-adult-small-bites-lamb-meal-brown-rice-recipe-dry
Hill's Science Diet Adult Sensitive Stomach & Skin Tender Turkey & Rice Stew dog food,"Supports digestive health, nourishes skin and promotes a lustrous coat",4.8,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-tender-turkey-rice-stew-canned
Hill's Science Diet  Adult Sensitive Stomach & Skin Small Bites,Hill's Science Diet Sensitive Stomach & Skin dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat. In a delicious small bite size,4.8,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-small-bites-dry
Hill's Science Diet Adult Sensitive Stomach & Skin Small & Mini Chicken Recipe Dog Food,Hill's Science Diet Sensitive Stomach & Skin Small & Mini dry dog food is tailored nutrition for Small & Mini dogs while being gentle on stomachs. Nourishes skin & promotes a lustrous coat.,4.8,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-small-breed-dry
Hill's Science Diet Adult Small & Mini Chicken & Brown Rice Recipe Dog Food,Tailored nutrition for Small & Mini dogs with our special antioxidant blend for lifelong immune support,4.1,https://www.hillspet.com/dog-food/sd-canine-adult-small-breed-dry
Hill's Science Diet Adult Small & Mini Chicken & Barley Entrée Dog Food,Chicken & Barley recipe with precisely balanced nutrition to keep adult dogs active and healthy.,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-small-breed-chicken-barley-entree-canned
Hill's Science Diet Adult Perfect Digestion Small & Mini Chicken & Vegetables Entrée Dog Food,Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-small-mini-chicken-vegetables-canned
Hill's Science Diet Adult Perfect Weight Hearty Vegetable & Chicken Stew dog food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition,3.6,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-hearty-vegetable-chicken-stew-canned
"Hill's Science Diet Perfect Digestion Large Breed Chicken, Brown Rice & Whole Oats Recipe Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome. Delicious food in a large bite size,4.8,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-large-breed-chicken-brown-rice-oats-dry
Hill's Science Diet Adult Perfect Weight & Joint Support Chicken Recipe Dry Dog Food,This weight management and mobility support dog food was created with Hill’s unique understanding of the biology of overweight dogs.,3.9,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-joint-support-dry
Hill's Science Diet Adult Perfect Weight with Joint Support Large Breed Dog Food,This weight management and mobility support dog food was created with Hill’s unique understanding of the biology of overweight dogs,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-joint-support-large-breed-dry
Hill's Science Diet Adult Perfect Digestion Small & Mini Chicken & Brown Rice Recipe Dog Food,Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-small-mini-chicken-brown-rice-dry
"Hill's Science Diet Adult Perfect Digestion Salmon, Whole Oats, and Brown Rice Recipe Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-salmon-oats-brown-rice-dry
Hill's Science Diet Adult Perfect Weight Chicken Recipe Dog Food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-dry
Hill's Science Diet Adult 7+ Turkey & Barley Entrée Dog Food,Turkey & Barley recipe with precisely balanced nutrition to keep dogs active and healthy,4.1,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-turkey-barley-entree-canned
"Hill's Science Diet Adult 7+ Small Bites Chicken Meal, Barley & Rice Recipe Dog Food","Supports energy level & beautiful coat. Helps keep immune system, heart & kidneys healthy",4.8,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-small-bites-dry
Hill's Science Diet Adult Chicken & Barley Entrée Dog Food,Chicken & Barley recipe with precisely balanced nutrition to keep adult dogs active and healthy,4.0,https://www.hillspet.com/dog-food/sd-canine-adult-chicken-barley-entree-canned
Hill's Science Diet Adult Chicken & Beef Entrée Dog Food,Chicken & Beef recipe with precisely balanced nutrition to keep adult dogs active and healthy,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-chicken-beef-entree-canned
Hill's Science Diet Adult Beef & Barley Entrée Dog Food,Beef & Barley recipe with precisely balanced nutrition to keep adult dogs active and healthy,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-beef-barley-entree-canned
Hill's Science Diet Adult 7+ Small & Mini Chicken & Brown Rice Recipe Dog Food,"Supports energy level & luxurious coat in Small & Mini dogs. Helps keep immune system, heart & kidneys healthy.",4.8,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-small-breed-dry
Hill's Natural Fruity Crunchy Snacks with Cranberries & Oatmeal Dog Treat,,4.8,https://www.hillspet.com/dog-food/natural-fruity-crunchy-snacks-cranberries-oatmeal-treats
Hill's  Natural Fruity Crunchy Snacks with Apples & Oatmeal Dog Treats,,4.7,https://www.hillspet.com/dog-food/natural-fruity-crunchy-snacks-apples-oatmeal-treats
Hill's  Natural Soft Savories Peanut Butter & Banana Dog Treats,,4.1,https://www.hillspet.com/dog-food/natural-soft-savories-peanut-butter-banana-treats
Hill's  Natural Baked Light Biscuits with Real Chicken Small Dog Treats,,0.0,https://www.hillspet.com/dog-food/natural-baked-light-biscuits-chicken-small-treats
Hill's  Natural Soft Savories Chicken & Yogurt Dog Treats,,0.0,https://www.hillspet.com/dog-food/natural-soft-savories-chicken-yogurt-treats
Hill's  Natural Soft Savories Beef & Cheddar Dog Treats,,0.0,https://www.hillspet.com/dog-food/natural-soft-savories-beef-cheddar-treats
Hill's  Natural Jerky Mini-Strips with Real Chicken Dog Treats,,0.0,https://www.hillspet.com/dog-food/natural-jerky-mini-strips-chicken-treats
Hill's  Natural Baked Light Biscuits with Real Chicken Medium Dog Treats,,4.7,https://www.hillspet.com/dog-food/natural-baked-light-biscuits-chicken-medium-treats
Hill's  Natural Jerky Mini-Strips with Real Beef Dog Treat,,4.9,https://www.hillspet.com/dog-food/natural-jerky-mini-strips-beef-treats
Hill's Science Diet Adult Sensitive Stomach & Skin Chicken Recipe Dog Food,Hill's Science Diet Sensitive Stomach & Skin dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat.,4.5,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-dry
Hill's Science Diet Adult Small Bites Chicken & Barley Recipe Dog Food,Supports lean muscle for dogs who prefer smaller kibble,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-small-bites-dry
Hill's Science Diet Adult Large Breed Lamb Meal & Brown Rice Recipe Dog Food,"Supports healthy joints, lean muscle, and beautiful coat for large breed dogs",4.6,https://www.hillspet.com/dog-food/sd-canine-adult-large-breed-lamb-meal-brown-rice-recipe-dry
Hill's Science Diet Adult Light Large Breed Chicken Meal & Barley Recipe Dog Food,Fewer calories for less active large breed dogs,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-light-large-breed-dry
Hill's Science Diet Adult Chicken & Barley Recipe Dog Food,Supports lean muscle and beautiful coat for adult dogs,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-dry
Hill's Science Diet Adult Small & Mini Lamb Meal & Brown Rice Recipe Dog Food,For the faster metabolism of Small & Mini dogs,4.5,https://www.hillspet.com/dog-food/sd-canine-adult-small-breed-lamb-meal-brown-rice-recipe-dry
Hill's Science Diet Adult Perfect Digestion Chicken & Rice Entrée Dog Food,Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-chicken-rice-entree-canned
Hill's Prescription Diet Brain Care + j/d Dog Food,Clinical nutrition for dogs with cognitive dysfunction and compromised mobility,0.0,https://www.hillspet.com/dog-food/pd-canine-brain-care-plus-jd-chicken-dry
Hill’s Prescription Diet Brain Care + j/d Rice & Turkey Entrée Dog Food,Clinical nutrition for dogs with cognitive dysfunction and compromised mobility,0.0,https://www.hillspet.com/dog-food/pd-canine-brain-care-plus-jd-rice-turkey-entree-canned
Hill's Prescription Diet Multi-Organ Complex Support,Therapeutic nutrition for the complexity of feeding pets that may have conflicting nutritional needs.,0.0,https://www.hillspet.com/dog-food/pd-canine-multi-organ-dry
Hill's Prescription Diet Multi-Organ Complex Support,Therapeutic nutrition for the complexity of feeding pets that may have conflicting nutritional needs.,0.0,https://www.hillspet.com/dog-food/pd-canine-multi-organ-turkey-vegetables-stew-canned
Hill's Prescription Diet z/d Wet Dog Food,With hydrolyzed protein to help avoid adverse food reactions in dogs and promotes healthy skin,4.1,https://www.hillspet.com/dog-food/pd-canine-zd-can
"Hill's Science Diet Adult Oral Care Chicken, Rice & Barley Recipe Dog Food",Clinically proven kibble technology to reduce plaque & tartar build-up,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-oral-care-dry
"Hill's Science Diet Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food",Advanced nutrition to support hip & joint health from day one,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-healthy-mobility-large-breed-dry
Hill's Science Diet Adult 7+ Savory Stew with Beef & Vegetables Dog Food,A delicious complement to the superior nutrition of Science Diet dry dog food,5.0,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-savory-stew-beef-vegetables-canned
Hill's Science Diet Adult Small & Mini Beef & Barley Entrée Dog Food,Beef & Barley recipe with precisely balanced nutrition to keep adult dogs active and healthy.,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-small-mini-beef-barley-entree-canned
Hill's Science Diet Adult Perfect Weight Chicken & Vegetable Entrée Dog Food,Over 70% of dogs lost weight within 10 weeks when fed this nutrition,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-chicken-vegetable-entree-canned
Hill's Science Diet Adult 7+ Small Paws Chicken & Barley Entrée Dog Food,A delicious complement to the nutrition of Science Diet Small Paws 7+ dry dog food,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-small-breed-chicken-barley-entree-canned
Hill's Science Diet Puppy Savory Stew with Chicken & Vegetables,Chicken & Vegetables recipe with great taste and precisely balanced nutrition to help your puppy build immunity and strong bones,4.8,https://www.hillspet.com/dog-food/sd-canine-puppy-savory-stew-with-chicken-vegetables-canned
Hill's Science Diet Adult 7+ Senior Vitality Small & Mini Chicken & Vegetable Stew Dog Food,Improves Everyday Ability to Get Up & Go,4.3,https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-senior-vitality-small-breed-chicken-vegetable-stew-canned
Hill's Science Diet Adult Savory Stew with Beef & Vegetables Dog Food,A delicious complement to the nutrition of Science Diet dry dog food,4.7,https://www.hillspet.com/dog-food/sd-canine-adult-savory-stew-beef-vegetables-canned
Hill's Science Diet Adult Small & Mini Savory Stew Can Variety Pack Dog Food,A delicious complement to the nutrition of Science Diet Small & Mini dog food,0.0,https://www.hillspet.com/dog-food/sd-canine-adult-small-toy-stew-variety-pack-plastic-tray
Hill's Prescription Diet r/d Chicken Flavor Wet Dog Food,Weight loss for dogs,4.6,https://www.hillspet.com/dog-food/pd-canine-rd-can
Hill's Prescription Diet s/d Chicken Flavor Wet Dog Food,Support your dog's urinary health by helping dissolve struvite stones,4.5,https://www.hillspet.com/dog-food/pd-sd-canine-canned
Hill's Science Diet Adult Turkey & Barley Dog Food,Turkey & Barley recipe with precisely balanced nutrition to keep adult dogs active and healthy,4.2,https://www.hillspet.com/dog-food/sd-canine-adult-turkey-barley-canned
"Hill's Science Diet Adult 6+ Large Breed No Corn, Wheat, Soy Chicken & Brown Rice Recipe dog food","Supports energy & beautiful coat. Helps keep immune system, joints, heart & kidneys healthy",0.0,https://www.hillspet.com/dog-food/sd-canine-adult-6-plus-large-breed-no-corn-wheat-soy-dry
Hill's Prescription Diet k/d starter kit Dog Food,Delicious clinically proven nutrition that helps protect vital kidney function and available in a variety of forms and flavors to entice even the pickiest of eaters,5.0,https://www.hillspet.com/dog-food/pd-canine-kd-kidney-care-starter-kit-variety-pack
Hill's Prescription Diet h/d with Chicken Wet Dog Food,Formulated to support your dog's heart health,0.0,https://www.hillspet.com/dog-food/pd-hd-canine-canned
Hill's Science Diet Adult Light with Liver Dog Food,"Low calories & L-Carnitine help promote ideal body weight, support healthy mobility & maintain heart function",4.4,https://www.hillspet.com/dog-food/sd-canine-adult-light-liver-canned
"Hill's Science Diet Adult No Corn, Wheat, Soy Savory Stew with Chicken & Zucchini Dog Food",,1.5,https://www.hillspet.com/dog-food/sd-canine-adult-savory-stew-chicken-zucchini-no-corn-wheat-soy
Hill's Science Diet Puppy Small Paws Chicken & Barley Entrée,Chicken & Barley recipe with great taste and precisely balanced nutrition to help your puppy build immunity and strong bones,3.6,https://www.hillspet.com/dog-food/sd-canine-puppy-small-breed-chicken-barley-entree-canned
"Hill's Science Diet Adult No Corn, Wheat, Soy Savory Stew with Beef & Zucchini dog food",,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-savory-stew-beef-zucchini-no-corn-wheat-soy
Hill's Science Diet Adult Small & Mini Savory Stew with Beef & Vegetables Dog Food,A delicious complement to the nutrition of Science Diet Small Paws dry dog food,4.9,https://www.hillspet.com/dog-food/sd-adult-small-toy-savory-stew-beef-vegetables-plastic-tray
Hill's  Grain Free Crunchy Naturals with Chicken & Apples Dog Treats,,5.0,https://www.hillspet.com/dog-food/grain-free-chicken-apples-treats
"Hill's Science Diet Adult Perfect Digestion Chicken, Barley & Whole Oats Recipe Dog Food",Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome,4.6,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-chicken-barley-whole-oats-dry
Hill's Science Diet Puppy Small & Mini Savory Stew with Chicken & Vegetables,A delicious complement to the nutrition of Science Diet Small & Mini dog food,4.0,https://www.hillspet.com/dog-food/sd-canine-puppy-small-breed-savory-stew-chicken-vegetables-tray
Hill's Prescription Diet c/d Multicare Chicken Flavor Dog Food,Support for your dog’s urinary health,5.0,https://www.hillspet.com/dog-food/pd-cd-multicare-canine-canned
